1;"Progress Software";"";"prg";"";"";"progress@progress.com";"";"";"Street 16";"Boston";"13425";"USA";""
42;"Keskkonnaministeerium";"";"KeM";"";"teave2@envir.ee";"keskkonnaministeerium@envir.ee";"626 2802";"626 2802";"Narva mnt 7a";"Tallinn";"15172";"";""
43;"Kultuuriministeerium";"";"KuM";"";"";"min@kul.ee";"628 2222";"628 2200";"Suur-Karja 23";"Tallinn";"15076";"";""
44;"Majandus- ja Kommunikatsiooniministeerium";"";"MkM";"";"";"info@mkm.ee";"625 6342";"631 3660";"Harju 11";"Tallinn";"15072";"";""
45;"Põllumajandusministeerium";"";"PoM";"";"";"pm@agri.ee";"625 6101";"625 6200";"Lai 39/41";"Tallinn";"15056";"";""
46;"Rahandusministeerium";"";"RaM";"";"";"info@fin.ee";"611 3558";"696 6810";"Suur-Ameerika 1";"Tallinn";"15006";"";""
49;"Maksu- ja Tolliamet";"";"MTA";"";"";"emta@emta.ee";"696 7722";"696 7727";"Narva mnt 9a";"Tallinn";"15176";"";""
50;"Riigikontroll";"";"";"";"";"info@riigikontroll.ee";"640 0700";"661 6012";"Narva mnt 11a";"Tallinn";"15013";"";""
52;"Pae Kinnisvarahaldus";"";"";"";"";"pae@anet.ee";"632 8239";"633 1178";"Pae 74";"Tallinn";"13620";"";""
54;"Harju Maavalitsus";"";"";"";"";"kantselei@mv.harju.ee";"611 8701";"611 8602";"Roosikrantsi 12";"Tallinn";"15077";"";""
55;"Hiiu Maavalitsus";"";"";"";"";"mv@mv.hiiumaa.ee";"463 1129";"463 1089";"Leigri väljak 5";"Kärdla";"92401";"";""
56;"Ida-Viru Maavalitsus";"";"";"";"";"kantselei@ivmv.ee";"332 1201";"332 1240";"Keskväljak 1";"Jõhvi";"41594";"";""
57;"Jõgeva Maavalitsus";"";"";"";"";"mv@jogevamv.ee";"776 6333";"776 6334";"Suur 3";"Jõgeva";"48306";"";""
58;"Lääne Maavalitsus";"";"";"";"";"info@lmv.ee";"472 5600";"472 5601";"Lahe 8";"Haapsalu";"90503";"";""
59;"Lääne-Viru Maavalitsus";"";"";"";"";"maavalitsus@l-virumv.ee";"325 8001";"325 8003";"Kreutzwaldi 5";"Rakvere";"44314";"";""
60;"Põlva Maavalitsus";"";"";"";"";"mv@polvamaa.ee";"799 8900";"799 8903";"Kesk 20";"Põlva";"63308";"";""
61;"Pärnu Maavalitsus";"";"";"";"";"mv@mv.parnu.ee";"447 9733";"447 9735";"Akadeemia 2";"Pärnu";"80088";"";""
62;"Rapla Maavalitsus";"";"";"";"";"maavalitsus@raplamv.ee";"484 1162";"484 1130";"Tallinna mnt 14";"Rapla";"79513";"";""
63;"Saare Maavalitsus";"";"";"";"";"maavalitsus@saare.ee";"452 0501";"452 0503";"Lossi 1";"Kuressaare";"93816";"";""
64;"Tartu Maavalitsus";"";"";"";"";"mv@tartumaa.ee";"730 5200";"730 5201";"Riia mnt 15";"Tartu";"51010";"";""
65;"Valga Maavalitsus";"";"";"";"";"info@valgamv.ee";"766 6111";"766 6157";"Kesk 12";"Valga";"68203";"";""
66;"Viljandi Maavalitsus";"";"";"";"";"info@viljandimaa.ee";"433 0400";"433 0404";"Vabaduse plats 2";"Viljandi";"71020";"";""
67;"Võru Maavalitsus";"";"";"";"";"mv@mv.werro.ee";"786 8301";"786 8302";"Jüri 12";"Võru";"65620";"";""
68;"Järva Maavalitsus";"";"";"";"";"jmv@jarvamv.ee";"385 9601";"385 0519";"Rüütli 25";"Paide";"72713";"";""
69;"Statistikaamet";"";"";"";"";"stat@stat.ee";"625 9208";"662 1531";"Endla 15";"Tallinn";"15174";"";""
70;"Riigihangete Amet";"";"";"";"";"info@rha.gov.ee";"620 1811";"631 1602";"Kiriku 2/4";"Tallinn";"10130";"";""
71;"Maa-amet";"";"";"";"";"maaamet@maaamet.ee";"665 0600";"665 0604";"Mustamäe tee 51 pk 1635";"Tallinn";"10602";"";""
72;"Rahvusarhiiv";"";"";"";"";"rahvusarhiiv@ra.ee";"738 7500";"738 7510";"J.Liivi 4";"Tartu";"50409";"";""
75;"Tallinna Halduskohus";"";"";"";"";"talhk.info@just.ee";"628 2728";"628 2737";"Pärnu mnt 7";"Tallinn";"15082";"";""
77;"Tallinna Ringkonnakohus";"";"";"";"";"talrk@talrk.just.ee";"628 2786";"628 2790";"Pärnu mnt 7";"Tallinn";"15084";"";""
78;"Õiguskantsleri Kantselei";"";"";"";"";"info@oiguskantsler.ee";"693 8424";"646 1049";"Tõnismägi 16";"Tallinn";"15193";"";""
79;"Kaitsevägi";"";"";"";"";"mil@mil.ee";"666 1190";"666 1008";"Juhkentali 58";"Tallinn";"15007";"";""
81;"Eesti Kiirguskeskus";"";"";"";"";"info@ekk.envir.ee";"660 3336";"660 3352";"Kopli 76";"Tallinn";"10416";"";""
82;"Teabeamet";"";"";"";"";"info@teabeamet.ee";"693 5000";"693 5001";"Rahumäe tee 4B";"Tallinn";"11316";"";""
83;"Eesti Linnade Liit";"";"ELL";"";"";"info@ell.ee";"6943411";"6943425";"Ahtri 8";"Tallinn";"15078";"EST";""
84;"Eesti Omavalitsusliitude Liit";"";"EMOL";"";"";"info@emovl.ee";"6484928";"6311990";"Valge 13 Tallinn 11415";"";"";"";""
85;"Saku Läte";"";"";"";"";"sakulate@sakulate.ee ";"6140 808";"6120 809";"Saku 15";"Tallinn";"11314";"";""
86;"Eesti Punane Rist";"";"";"";"";"riina.kabi@redcross.ee";"6411 643";"6411 125";"Lai 17";"Tallinn";"10133";"";""
87;"Eesti Evangeelne Luterlik Kirik";"";"EELK";"";"";"konsistoorium@eelk.ee";"627 7350/7351";"627 7352";"Kiriku plats 3";"Tallinn";"10130";"";""
88;"Pärnu Maakohus Pärnu kohtumaja";"";"";"";"";"parnumk.info@just.ee";"044 79500/506";"044 79590";"Kuninga 22";"Pärnu";"80099";"";""
89;"Tartu Maakohus Tartu kohtumaja";"";"";"";"";"tartumk.info@just.ee";"07 432 931";"07 441 591";"Ülikooli 5";"50092";"Tartu";"";""
90;"Eesti Ühispank";"";"";"";"";"info@seb.ee";"6655 100";"6655 102";"Tornimäe 2";"Tallinn";"15010";"";""
91;"Eesti Energia";"";"";"";"";"info@energia.ee";"640 0666";"640 0616";"Kreutzwaldi 2";"Tallinn";"10120";"";""
92;"Eesti Autorite Ühing";"";"";"";"";"eau@eau.org";"6684 360";"668 4361";"Lille 13";"Tallinn";"10614";"";""
93;"ELKE Auto AS";"";"";"";"";"lexus@elkeauto.ee";"6505 700";"6505 707";"Mustamäe tee 22/Forelli 2";"Tallinn";"10621";"";""
94;"Eesti Kristlik Nelipühi Kirik Tallinna Kogudus";"";"";"";"";"eknk@eknk.ee";"6606 973";"6606 982";"Mardi 11";"Tallinn";"10113";"";""
95;"Eesti Migratsioonifond";"";"";"";"";"fond@migfond.ee";"650 5941";"650 5942";"Paavli 1";"Tallinn";"10412";"";""
96;"Riigi ja Omavalitsusasutuste Töötajate Ametühingute Liit";"";"";"";"";"rotal@online.ee";"6612 393/453";"";"Rävala pst 8-B210";"Tallinn";"10143";"";""
99;"Piirivalve Lennusalk";"";"";"";"";"aviation@lennusalk.pv.ee";"6922 271";"6399 509";"Süsta 15";"Tallinn";"11712";"";""
134;"Andmekaitse Inspektsioon";"";"AKI";"";"";"info@dp.gov.ee";"627 4135";"627 5137";"Väike-Ameerika 19";"Tallinn";"10129";"";""
136;"Eestimaa Rahvaliit";"";"";"";"";"erl@erl.ee";"611 2909";"";"Marja 4d";"Tallinn";"10617";"";""
138;"Eesti Keskerakond";"";"";"";"";"keskerakond@keskerakond.ee";"";"";"Toom-Rüütli 3/5";"Tallinn";"10613";"";""
140;"Eesti Reformierakond";"";"";"";"";"info@reform.ee";"";"";"Tõnismägi 3A-15";"Tallinn";"";"";""
141;"Isamaa ja Res Publica Liit";"";"";"";"";"info@irl.ee";"";"";"Wismari 11";"Tallinn";"";"";""
142;"Sotsiaaldemokraatlik erakond";"";"";"";"";"kantselei@sotsdem.ee";"";"";"Narva mnt 20-6";"Tallinn";"10120";"";""
143;"Lennuamet";"";"";"Estonian Civil Aviation Administration";"";"ecaa@ecaa.ee";"694 9666";"694 9667";"Rävala pst 8";"Tallinn";"10143";"";""
144;"Hiiu Maavalitsuse registrite osakond";"";"";"";"";"mv@mv.hiiumaa.ee";"";"";"Leigri 5";"Kärdla";"92412";"";""
145;"Harju Maavalitsus Rahvastiku Toimingute talitus";"";"";"";"";"eevi.alaniit@mv.harju.ee";"";"";"Rävala 8, Tallinn 10143";"";"";"";""
146;"Ida-Viru Maavalitsus perekonnaseisuosakond";"";"";"";"";"kantselei@ivmv.ee";"";"";"Kivi 10, Jõhvi 41533";"";"";"";""
147;"Jõgeva Maavalitsus kantselei rahvastiku toimingute talitus";"";"";"";"";"mv@jogevamv.ee";"";"";"Suur 3, Jõgeva";"";"";"";""
148;"Järva Maavalitsus kantselei rahvastikutoimingute talitus";"";"";"";"";"mv@jogevamv.ee";"";"";"Rüütli 25, Paide";"";"";"";""
149;"Lääne Maavalitsuse perekonnaseisuosakond";"";"";"";"";"pso@lmv.ee";"";"";"Kooli 5, Haapsalu";"";"";"";""
152;"Põlva Maavalitsus perekonnaseisuosakond";"";"";"";"";"mv@polvamaa.ee";"";"";"Kesk 20, Põlva";"";"";"";""
153;"Pärnu Maavalitsuse kantselei rahvastiku toimingute talitus";"";"";"";"";"aino.lankots@mv.parnu.ee";"";"";"Akadeemia 2, Pärnu";"";"";"";""
155;"Saare Maavalitsus perekonnaseisuosakond";"";"";"";"";"maavalitsus@saare.ee";"";"";"Kitsas 3, Kuressaare";"";"";"";""
158;"Tartu Maavalitsus Rahvastikutoimingute talitus";"";"";"";"";"mv@tartumaa.ee";"";"";"Tiigi 12, Tartu";"";"";"";""
159;"Valga Maavalitsus rahvastikutoimingute talitus";"";"";"";"";"info@valgamv.ee";"";"";"Aia 17, Valga";"";"";"";""
160;"Viljandi Maavalitsus perekonnaseisuosakond";"";"";"";"";"maaval@viljandimaa.ee";"";"";"Vabaduse 6, Viljandi";"";"";"";""
161;"Võru Maavalitsus registriteosakond";"";"";"";"";"mv@mv.werro.ee";"";"";"Jüri 12, Võru";"";"";"";""
163;"Kohtuekspertiisi- ja Kriminalistika Keskus";"70000875";"";"";"";"kohtuekspertiis@kekk.pol.ee";"612 5300";"612 5309";"Pärnu mnt 328";"Tallinn";"11611";"";""
164;"Riigi Teataja Kirjastus";"";"";"";"";"ert@riigikantselei.ee";"693 5872";"693 5871";"Lossi plats 1a";"Tallinn";"15163";"";""
165;"Ettevõtluse Arendamise Sihtasutus";"";"EAS";"";"";"eas@eas.ee";"6279700";"6 279 701";"Lasnamäe 2, 11412 Tallinn";"";"";"";""
167;"Lääne-Viru Omavalitsuste Liit";"";"";"";"";"virol@virol.ee";"";"";"Kreutzwaldi 5";"Rakvere";"44314";"";""
168;"Lastekaitse Liit";"";"";"";"";"liit@lastekaitseliit.ee";"6311128";"6311735";"Endla 6-18";"Tallinn";"10142";"";""
170;"Viljandimaa Omavalitsuste Liit";"";"";"";"";"vol@vol.ee";"";"";"Vabaduse plats 4";"Viljandi";"71020";"EST";""
171;"Ida-Virumaa Omavalitsuste Liit";"";"";"";"";"ivol@ivol.ee";"";"";"Keskväljaku 1-301";"Jõhvi";"41594";"EST";""
172;"Räpina Äriabikeskus";"";"";"";"";"ariabi@ariabi.ee";"";"";"Hariduse 1";"Räpina";"64505 Põlvamaa";"EST";""
173;"Võrtsjärve SA";"";"";"";"";"jaanika@vortsjarv.ee";"";"";"Kruusa 15";"Elva";"61503";"EST";""
177;"Tartu Ülikool";"";"";"";"";"info@ut.ee";"";"";"Ülikooli 18";"Tartu";"50090";"EST";""
178;"Lõuna Prefektuur";"";"";"";"";"louna@politsei.ee";"730 8805";"730 8809";"Riia 132";"Tartu";"50096";"";""
179;"Põhja Prefektuur";"";"";"";"";"pohja@politsei.ee";"";"";"Pärnu mnt 139";"Tallinn";"15074";"";""
180;"Lääne Prefektuur";"";"";"";"";"laane@politsei.ee";"444 6405";"444 6409";"Pikk 18";"Pärnu";"80089";"";""
181;"Ida Prefektuur";"";"";"";"";"ida@politsei.ee";"337 2200";"337 2300";"Rahu 27";"Jõhvi";"41588";"";""
182;"Põlva Linnavalitsus";"";"";"";"";"polvalinn@polvalv.ee";"";"";"Kesk 15";"Põlva";"63308";"";""
183;"Tallinna Tehnikaülikool";"";"";"";"";"ttu@ttu.ee";"";"";"Ehitajate tee 5";"tallinn";"19086";"";""
184;"Tallinna Laste Tugikeskus";"";"";"";"";"info@lastetugi.ee";"";"";"Asula 11";"Tallinn";"11312";"";""
185;"Hiiumaa Omavalitsuste Liit";"";"";"";"";"hol@mv.hiiumaa.ee";"";"";"Leigri väljak 5";"Kärdla";"92401";"";""
186;"Valgamaa Omavalitsuste Liit";"";"";"";"";"ellen.eglit@valgamv.ee";"";"";"Kesk 12";"Valga";"68203";"";""
187;"Võrumaa Kutsehariduskeskus";"";"";"";"";"";"";"";"Väimela,Võru vald";"Võru maakond";"65501";"";""
188;"Nõo Vallavalitsus";"";"";"";"";"vald@nvv.ee";"";"";"Voika 23";"Nõo, Tartumaa";"61601";"";""
190;"Saue Linnavalitsus";"";"";"";"";"saue@saue.ee";"";"";"Tule 7";"Saue";"76505";"";""
192;"Eesti Mükoloogia Uuringutekeskus SA";"";"";"";"";"info@majavamm.ee ";"";"";"Soola 1A";"Tartu";"51014";"";""
193;"Vastseliina Vallavalitsus";"";"";"";"";"vald@vastseliina.ee";"";"";"Võidu 14";"Vastseliina";"65201 Võrumaa";"";""
194;"Jõgevamaa Omavalitsuste Liit";"";"";"";"";"ovl@jogevamv.ee";"";"";"Suur tn 3";"Jõgeva";"48306";"";""
195;"Otepää Vallavalitsus";"";"";"";"";"vald@otepaa.ee";"";"";"Lipuväljak 13";"Otepää";"67405";"";""
196;"Eesti Puuetega Inimeste Koda";"";"";"";"";"epikoda@epikoda.ee ";"";"";"Toompuiestee 10";"Tallinn";"10137";"";""
197;"Tartu Linnavalitsus";"";"";"";"";"lv@raad.tartu.ee";"";"";"Raekoja plats 12";"Tartu";"51004";"";""
201;"Alatskivi vallavalitsus";"";"";"";"";"sekretar@alatskivi.ee";"";"";"Alatskivi";"Tartumaa";"60201";"";""
202;"SA Narva Ärinõuandla";"";"";"";"";"nbas@nbas.ee";"";"";"Peetri 1-308";"Narva";"20308";"";""
203;"Kasepää Vallavalitsus";"";"";"";"";"vald@kasepaa.ee";"";"";"Raja,Kasepää vald";"Jõgevamaa";"49501";"";""
204;"Värska vallavalitsus";"";"";"";"";"vald@verska.ee";"";"";"Pikk 12";"Värska";"64001";"";""
205;"MTÜ Living for Tomorrow";"";"";"";"";"sirle@aids.ee";"";"";"Mardi tn 3";"Tallinn";"10145";"";""
206;"Haanja Vallavalitsus";"";"";"";"";"vald@haanjavv.werro.ee";"";"";"Haanja";"Võru";"65101";"";""
208;"Tartu Vallavalitsus";"";"";"";"";"tartuvv@tartuvv.ee";"";"";"Haava sidejaoskond";"";"60501";"";""
210;"Narva Linnavalitsus";"";"";"";"";"narvalv@narva.ee";"";"";"Peetri plats 5 pk 158";"Narva";"21007";"";""
211;"Eesti Isikuloo Keskus";"";"";"";"";"";"";"";"Tiigi 10-51 Tartu";"";"51003";"";""
213;"Eesti Maaomavalitsuste Liit";"";"EMOL";"";"";"info@emovl.ee";"6311990  GSM 50 23000";"6484928";"Sirge tn.2 Tallinn 10618";"Tallinn";"";"";""
214;"Vaivara Vallavalitsus";"";"";"";"";"vaivara@vaivara.ee";"";"";"Pargi 2";"Sinimäe";"40101";"";""
215;"Jõgevamaa Arendus- ja Ettevõtluskeskus SA";"";"";"";"";"jogeva.evk@neti.ee";"";"";"Aia 2";"Jõgeva";"48306";"";""
216;"Eesti Mittetulundusühingute ja Sihtasutuste Liit";"";"EMSL";"";"";"info@ngo.ee";"630 9630";"";"Pikk 11";"Tallinn";"10123";"";""
218;"Restoran Balthasar";"";"";"";"";"balthasar@ag.ee ";"";"";"Raekoja plats 11";"Tallinn";"10146";"";""
223;"Võru Muusikakool";"";"";"";"";"";"";"";"Vabaduse 5";"Võru";"65609";"";""
225;"Tartumaa Omavalitsuste Liit";"";"";"";"";"tol@tartumaa.ee";"";"";"Riia 15";"Tartu";"51010";"";""
227;"Valga Linnavalitsus";"";"";"";"";"valgalv@valgalv.ee";"";"";"Puiestee 8";"Valga";"68203";"";""
228;"Viljandi Linnavalitsus";"";"";"";"";"viljandi@viljandi.ee";"";"";"Linnu 2";"Viljandi";"71020";"";""
229;"SA Tallinna Lastehaigla Toetusfond";"";"";"";"";"toetusfond@lastehaigla.ee";"";"";"Tervise 28";"Tallinn";"13419";"";""
232;"Võrumaa Omavalitsuste Liit";"";"";"";"";"vol@mv.werro.ee";"";"";"Jüri tn. 12";"Võru";"65620";"";""
233;"TLÜ Rakvere Kolledz";"";"";"";"";"rakvere@tlu.ee";"";"";"Pikk 40";"Rakvere";"44307";"";""
234;"Tallinna Ülikool";"";"";"";"";"tlu@tlu.ee";"";"";"Narva mnt. 25";"Tallinn";"10120";"";""
235;"Poliitikauuringute Keskus PRAXIS";"";"";"";"";"praxis@praxis.ee";"";"";"Estonia pst.3/5";"Tallinn";"10143";"";""
236;"Eesti Vähiliit";"";"";"";"";"info@cancer.ee ";"";"";"Nunne 2";"Tallinn";"10133";"";""
237;"SA Tartu Teaduspark";"";"";"";"";"info@park.tartu.ee";"";"";"Riia t. 185";"Tartu";"51014";"";""
238;"Rõuge vallavalitsus";"";"";"";"";"vald@rauge.ee";"";"";"Ööbikuoru 1";"Rõuge";"66201";"";""
240;"SA Põlvamaa Arenduskeskus";"";"";"";"";"pak@polvamaa.ee";"";"";"Kesk 20";"Põlva";"63308";"";""
241;"MTÜ Tartu Üliõpilasmaja";"";"";"";"";"tym@ut.ee";"";"";"Kalevi 24";"Tartu";"51010";"";""
245;"MTÜ Lilleoru";"";"";"";"";"ave@loodusjoud.ee";"";"";"Lilleoru talu,Rae vald";"Harjumaa";"75302";"";""
246;"Pärnumaa Omavalitsuste Liit";"";"";"";"";"pol@mv.parnu.ee";"";"";"Akadeemia 2-411";"Pärnu";"80010";"";""
248;"Innopolis Konsultatsioonid AS";"";"";"";"";"info@innopolis.ee ";"";"";"Ahtri 8";"Tallinn";"10151";"";""
249;"Jõgeva Vallavalitsus";"";"";"";"";"info@jogevavv.ee";"";"";"Piiri 4";"Jõgeva";"48307";"";""
250;"Nõmme Linnaosa Valitsus";"";"";"";"";"nomme@tallinnlv.ee";"";"";"Vabaduse pst.65";"Tallinn";"11211";"";""
252;"Riigi Infosüsteemide Arenduskeskus";"";"RIA";"";"";"ria@ria.ee ";"";"";"Rahukohtu 2";"Tallinn";"15169";"";""
253;"Balti Keskkonnafoorum";"";"";"";"";"info@bef.ee ";"";"";"Rävala 8-40";"Tallinn";"10143";"";""
254;"Pärnu Linnavalitsus";"";"";"";"";"linnavalitsus@lv.parnu.ee";"";"";"Uus 4";"Pärnu";"80098";"";""
255;"Lihula Vallavalitsus";"";"";"";"";"vallavanem@lihula.ee";"";"";"Jaama 1";"Lihula";"90302 Läänemaa";"";""
259;"Paikuse Vallavalitsus";"";"";"";"";"paikuse@paikuse.ee";"";"";"Pärnade pst. 11";"Pärnumaa";"86602";"";""
261;"Kaitseressursside Amet";"";"";"";"";"krainfo@kra.ee";"";"";"";"";"";"";""
263;"Hiiumaa Päästeteenitus";"";"";"";"";"hiiumaa@rescue.ee";"4622077";"";"";"";"";"";""
266;"Lääne-Virumaa Päästeteenistus";"";"";"";"";"sek@viru.rescue.ee";"";"";"";"";"";"";""
267;"Põlvamaa Päästeteenistus";"";"";"";"";"polva@rescue.ee";"";"";"";"";"";"";""
268;"Pärnumaa Päästeteenistus";"";"";"";"";"parnu@rescue.ee";"";"";"";"";"";"";""
269;"Raplamaa Päästeteenistus";"";"";"";"";"urve.vaher@rescue.ee";"";"";"";"";"";"";""
270;"Saaremaa Päästeteenistus";"";"";"";"";"saare@rescue.ee";"";"";"";"";"";"";""
271;"Tartumaa Päästeteenistus";"";"";"";"";"tartu@tartu.rescue.ee";"";"";"";"";"";"";""
272;"Valgamaa Päästeteenistus";"";"";"";"";"vaino.rimm@rescue.ee";"";"";"";"";"";"";""
273;"Viljandimaa Päästeteenistus";"";"";"";"";"viljandi@rescue.ee";"";"";"";"";"";"";""
274;"Võrumaa Päästeteenistus";"";"";"";"";"werro@rescue.ee";"";"";"";"";"";"";""
276;"Maavalitsused";"";"";"";"";"maavalitsused@siseministeerium.ee";"";"";"";"";"";"";""
277;"Vabariigi Presidendi Kantselei";"";"";"";"";"vpinfo@vpk.ee";"";"";"";"";"";"";""
278;"Riigiprokuratuur";"";"";"";"";"info@prokuratuur.ee";"";"";"";"";"";"";""
280;"Riigikogu";"";"";"";"";"riigikogu@riigikogu.ee";"";"";"";"";"";"";""
281;"Läänemaa Päästeteenistus";"";"";"";"";"west@rescue.ee";"";"";"";"";"";"";""
283;"Kaitseliit";"";"";"";"";"info@kaitseliit.ee ";"";"";"";"";"";"";""
284;"Veterinaar-ja Toiduamet";"";"";"";"";"vet@vet.agri.ee ";"";"";"";"";"";"";""
285;"Riigikantselei istungiteosakond";"";"";"";"";"istung@riigikantselei.ee";"";"";"";"";"";"";""
286;"Eesti Kirikute Nõukogu";"";"";"";"";"ekn@ekn.ee";"";"";"";"";"";"";""
287;"Väike-Maarja Päästekool";"";"";"";"";"rescueschool@v-maarja.ee";"";"";"";"";"";"";""
288;"Balti-Ameerika Partnerlusprogramm";"";"";"";"";"katrin@oef.org.ee ";"";"";"";"";"";"";""
289;"Res Publica";"";"";"";"";"respublica@respublica.ee";"";"";"";"";"";"";""
290;"Eesti Kristlik Rahvapartei";"";"";"";"";"ekrp@ekrp.ee ";"";"";"";"";"";"";""
292;"Veeteede Amet";"";"";"";"";"eva@vta.ee";"620 5500";"620 5506";"Valge 4";"Tallinn";"11413";"";""
293;"Märjamaa Vallavalitsus";"";"";"";"";"maral@estpak.ee";"";"";"";"";"";"";""
294;"Noarootsi Vallavalitsus";"";"";"";"";"vv@noavv.ee";"";"";"";"";"";"";""
295;"Türi Vallavalitsus";"";"";"";"";"vallavalitsus@tyri.ee";"";"";"";"";"";"";""
296;"Väike-Maarja Vallavalitsus";"";"";"";"";"vv@v-maarja.ee";"";"";"";"";"";"";""
297;"Jõhvi Vallavalitsus";"";"";"";"";"johvi@johvi.ee";"";"";"";"";"";"";""
298;"Kuusalu Vallavalitsus";"";"";"";"";"vallavalitsus@kuusalu.ee";"";"";"";"";"";"";""
299;"Saarde Vallavalitsus";"";"";"";"";"saarde@parnumaa.ee";"";"";"";"";"";"";""
300;"Suure-Jaani Vallavalitsus";"";"";"";"";"suure-jaani@suure-jaani.ee";"";"";"";"";"";"";""
301;"Tamsalu Vallavalitsus";"";"";"";"";"tamsalu@tamsalu.ee";"";"";"";"";"";"";""
302;"Tallinna Linnakantselei";"";"";"";"";"lvpost@tallinnlv.ee";"";"";"";"";"";"";""
303;"Tapa Vallavalitsus";"";"";"";"";"vallavalitsus@tapa.ee";"";"";"";"";"";"";""
304;"Sisekaitseakadeemia Üliõpilasesindus";"";"";"";"";"esindus@sisekaitse.ee";"";"";"";"";"";"EST";""
305;"Tallinna Perekonnaseisuamet";"";"";"";"";"prksa@tallinnlv.ee";"";"";"Pärnu mnt 67";"Tallinn";"10135";"";""
306;"Saaremaa Omavalitsuste Liit";"";"";"";"";"sol@tt.ee";"";"";"";"";"";"";""
307;"Kihnu Vallavalitsus";"";"";"";"";"info@kihnuvald.ee";"";"";"";"";"";"";""
308;"Kihnu Kultuuriruum SA";"";"";"";"";"annely.akkermann@kihnu.ee";"";"";"";"";"";"";""
309;"Inflot Mereagentuur";"";"";"";"";"inflot@inflot.ee";"";"";"";"";"";"";""
310;"Tallinna Sadam";"";"";"";"";"portoftallinn@ts.ee";"";"";"";"";"";"";""
311;"Eesti Projektbüroode Liit";"";"";"";"";"epbl@online.ee";"";"";"";"";"";"";""
312;"Kaitseministeeriumi kooskõlastused";"";"";"";"";"kantselei@kmin.ee";"";"";"";"";"";"";""
